config,attribute,ground_truth,predicted,correct,unknown
RAG-partial,model_number,GV-N3080GAMING OC-10GD,UNKNOWN,False,True
RAG-partial,model_number,CSSD-F960GBMP510,UNKNOWN,False,True
RAG-partial,model_number,90YV0CV2-M0NA00,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,model_number,GV-N166SOC-6GD,UNKNOWN,False,True
RAG-partial,model_number,V375-040R,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,90YV0DQ0-M0NA00,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,8.0,False,False
RAG-partial,model_number,AGAMMIXS11P-1TT-C,UNKNOWN,False,True
RAG-partial,model_number,GV-R56XTGAMING OC-6GD,UNKNOWN,False,True
RAG-partial,model_number,100-506008,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,NE6166SS18J9-161F,UNKNOWN,False,True
RAG-partial,model_number,843266-B21,UNKNOWN,False,True
RAG-partial,model_number,ROG-STRIX-RTX2080TI-O11G-GAMING,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,PBU240GS25SSDR,UNKNOWN,False,True
RAG-partial,model_number,SDCZ50-128G-B35,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,bus_type,SATA III,UNKNOWN,False,True
RAG-partial,model_number,WDBWLG0040HBK-EESN,118,False,False
RAG-partial,model_number,WDBMCG5000ABT-WESN,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,model_number,DT100G3/256GB,UNKNOWN,False,True
RAG-partial,model_number,ST4000NE001,UNKNOWN,False,True
RAG-partial,interface_type,Micro B,UNKNOWN,False,True
RAG-partial,model_number,PH-GTX1650-O4G,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,bus_type,SATA III,UNKNOWN,False,True
RAG-partial,interface_type,SATA,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,storage_connection_type,"2.5"" SATA",UNKNOWN,False,True
RAG-partial,model_number,GP-ASM2NE6100TTTD,UNKNOWN,False,True
RAG-partial,model_number,912-V372-257,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,1845.0,False,False
RAG-partial,model_number,DT100G3/128GB,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,119.99,False,False
RAG-partial,interface_type,USB,119.99,False,False
RAG-partial,form_factor,2.5,119.99,False,False
RAG-partial,storage_connection_type,USB 3.0,119.99,False,False
RAG-partial,model_number,PH-RTX2060-6G,UNKNOWN,False,True
RAG-partial,bus_type,SATA III,UNKNOWN,False,True
RAG-partial,interface_type,SATA,UNKNOWN,False,True
RAG-partial,model_number,N20702-08D6-1710VA23,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,MZ-76P2T0B,UNKNOWN,False,True
RAG-partial,model_number,CT2000P5SSD8,UNKNOWN,False,True
RAG-partial,form_factor,Low Profile,UNKNOWN,False,True
RAG-partial,model_number,ZT-A30900D-10P,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,4.5788E2,False,False
RAG-partial,model_number,CSSD-F500GBMP600,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,interface_type,USB-C,UNKNOWN,False,True
RAG-partial,model_number,CT1000P1SSD8,UNKNOWN,False,True
RAG-partial,model_number,MU-PC2T0H,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.2 Gen 2,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,model_number,ST300MP0106,UNKNOWN,False,True
RAG-partial,interface_type,SAS,UNKNOWN,False,True
RAG-partial,model_number,GT 710 1GD3H LP,UNKNOWN,False,True
RAG-partial,model_number,02G-P3-2717-KR,UNKNOWN,False,True
RAG-partial,form_factor,Single Slot,UNKNOWN,False,True
RAG-partial,model_number,CT2000P1SSD8,UNKNOWN,False,True
RAG-partial,bus_type,PCIe x16,6.0,False,False
RAG-partial,model_number,MZ-76E500BW,UNKNOWN,False,True
RAG-partial,model_number,MU-PC1T0S/WW,UNKNOWN,False,True
RAG-partial,model_number,STHH1000400,UNKNOWN,False,True
RAG-partial,interface_type,USB 3.0 & USB-C,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,storage_connection_type,USB,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,SDCZ48-032G-U46,UNKNOWN,False,True
RAG-partial,model_number,MZ-76E2T0BW,UNKNOWN,False,True
RAG-partial,model_number,801882-B21,UNKNOWN,False,True
RAG-partial,model_number,WDS250G3X0C,UNKNOWN,False,True
RAG-partial,model_number,AGAMMIXS50-1TT-C,UNKNOWN,False,True
RAG-partial,model_number,GV-N165SOC-4GD,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,CT1000P5SSD8,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB,UNKNOWN,False,True
RAG-partial,bus_type,PCIe x16,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,4.0,False,False
RAG-partial,model_number,GV-N105TOC-4GD,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,form_factor,Low Profile,UNKNOWN,False,True
RAG-partial,model_number,LAC301558,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,model_number,AGAMMIXS5-1TT-C,UNKNOWN,False,True
RAG-partial,model_number,WD40PURX,UNKNOWN,False,True
RAG-partial,model_number,GP-ASM2NE6500GTTD,UNKNOWN,False,True
RAG-partial,model_number,WDS200T2B0A,UNKNOWN,False,True
RAG-partial,interface_type,NVMe,UNKNOWN,False,True
RAG-partial,storage_connection_type,Type-C,UNKNOWN,False,True
RAG-partial,model_number,GP-GSTFS31480GNTD,UNKNOWN,False,True
RAG-partial,model_number,GV-N208SAORUS-8GC,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,interface_type,Lightning,UNKNOWN,False,True
RAG-partial,model_number,XA1920ME10063,UNKNOWN,False,True
RAG-partial,model_number,NEAT7100HD46H,UNKNOWN,False,True
RAG-partial,model_number,MTFDHBE3T8TDF-1AW1ZABYY,UNKNOWN,False,True
RAG-partial,model_number,DC450R/3840G,UNKNOWN,False,True
RAG-partial,model_number,WDS120G2G0A,UNKNOWN,False,True
RAG-partial,model_number,CZ73,UNKNOWN,False,True
RAG-partial,form_factor,3.5”,UNKNOWN,False,True
RAG-partial,storage_connection_type,3.5” SATA,UNKNOWN,False,True
RAG-partial,model_number,HDWD105UZSVA,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,interface_type,iOS,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,interface_type,SATA,UNKNOWN,False,True
RAG-partial,model_number,GV-N2070WF2-8GD,UNKNOWN,False,True
RAG-partial,bus_type,PCIe,2,False,False
RAG-partial,bus_type,PCIe,UNKNOWN,False,True
RAG-partial,bus_type,PCIe x16,UNKNOWN,False,True
RAG-partial,model_number,MZ-V7S1T0B/AM,UNKNOWN,False,True
RAG-partial,model_number,MZ-76P1T0B/EU,UNKNOWN,False,True
RAG-partial,model_number,ZP480NM30011,1550.0,False,False
RAG-partial,model_number,MZ-V7E250BW,UNKNOWN,False,True
RAG-partial,model_number,GV-RXVEGA56GAMING OC-8GD,UNKNOWN,False,True
RAG-partial,model_number,HDWE140EZSTA,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,form_factor,ATX,UNKNOWN,False,True
RAG-partial,model_number,AXRX5700XT-8GBD6-3DHDR/OC,UNKNOWN,False,True
RAG-partial,model_number,GV-N166TOC-6GD,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,ZA500GM1A001,UNKNOWN,False,True
RAG-partial,model_number,VPN100-512GM28H,UNKNOWN,False,True
RAG-partial,bus_type,PCIe,UNKNOWN,False,True
RAG-partial,model_number,CT500P2SSD8,UNKNOWN,False,True
RAG-partial,model_number,DTEG2/64GB,8.99,False,False
RAG-partial,interface_type,USB Type-A,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB Type-A,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,DT70/32GB,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,100-505957,16.0,False,False
RAG-partial,form_factor,PCIe Add-in Card,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,interface_type,Micro-USB 3.0 (Micro-B 10-pin),UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,bus_type,PCIe,UNKNOWN,False,True
RAG-partial,model_number,V809-2404R,GDDR5,False,False
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,SKC600/512G,512,False,False
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,STEA2000403,UNKNOWN,False,True
RAG-partial,interface_type,USB,UNKNOWN,False,True
RAG-partial,model_number,SP512GBP34A80M28,5000.0,False,False
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,MZ-76E250BW,500.0,False,False
RAG-partial,model_number,WDS240G2G0B,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",2000.0,False,False
RAG-partial,storage_connection_type,"2.5""",UNKNOWN,False,True
RAG-partial,model_number,WD20EURX,UNKNOWN,False,True
RAG-partial,model_number,AS40G-1TT-C,2100,False,False
RAG-partial,bus_type,PCIe 3.0 x4,1000.0,False,False
RAG-partial,model_number,06G-P4-1161-KR,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,interface_type,NVMe,UNKNOWN,False,True
RAG-partial,model_number,AHD830-5TU31-CBK,UNKNOWN,False,True
RAG-partial,interface_type,USB,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,model_number,GP-ASM2NE6200TTTD,UNKNOWN,False,True
RAG-partial,model_number,STHN2000400,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,interface_type,USB tipo A,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB tipo A,UNKNOWN,False,True
RAG-partial,model_number,WDS250G2B0C,UNKNOWN,False,True
RAG-partial,model_number,DTDUO3/64GB,UNKNOWN,False,True
RAG-partial,interface_type,USB,UNKNOWN,False,True
RAG-partial,form_factor,Portable,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB,UNKNOWN,False,True
RAG-partial,model_number,02G-P4-6333-KR,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,ZT-T20610E-10M,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,bus_type,SATA,UNKNOWN,False,True
RAG-partial,interface_type,SATA,UNKNOWN,False,True
RAG-partial,form_factor,"3.5""",UNKNOWN,False,True
RAG-partial,storage_connection_type,3.5-inch SATA,UNKNOWN,False,True
RAG-partial,model_number,HDWD120UZSVA,UNKNOWN,False,True
RAG-partial,model_number,652611-B21,UNKNOWN,False,True
RAG-partial,model_number,785067-B21,UNKNOWN,False,True
RAG-partial,model_number,WD20EZRZ,UNKNOWN,False,True
RAG-partial,model_number,GP-ASM2NE2512GTTDR,UNKNOWN,False,True
RAG-partial,model_number,ST10000NM001G,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.1 Gen 2,UNKNOWN,False,True
RAG-partial,interface_type,Type C & Type A Compatible,UNKNOWN,False,True
RAG-partial,model_number,CT500X8SSD9,500GB SSD,False,False
RAG-partial,bus_type,USB 3.1 Gen 2,8.99E1,False,False
RAG-partial,interface_type,USB-C,8.999E1,False,False
RAG-partial,form_factor,External,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB-C,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,model_number,GV-N208SGAMING-OC-8GC,UNKNOWN,False,True
RAG-partial,model_number,11G-P4-2589-KR,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,XA960LE10063,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,storage_connection_type,"2.5"" SATA",UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,form_factor,ATX,UNKNOWN,False,True
RAG-partial,model_number,ST10000VX0004,UNKNOWN,False,True
RAG-partial,model_number,100-505826,UNKNOWN,False,True
RAG-partial,form_factor,Single-Slot,UNKNOWN,False,True
RAG-partial,model_number,MZ-76E1T0B,UNKNOWN,False,True
RAG-partial,model_number,MZ-76P512B/EU,UNKNOWN,False,True
RAG-partial,model_number,WDS100T2X0C,UNKNOWN,False,True
RAG-partial,model_number,MU-PC2T0S/WW,UNKNOWN,False,True
RAG-partial,form_factor,ATX,UNKNOWN,False,True
RAG-partial,model_number,90YV0CU1-M0NA00,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,ASX8200PNP-2TT-C,UNKNOWN,False,True
RAG-partial,model_number,ZA480CV1A001,UNKNOWN,False,True
RAG-partial,model_number,TUF-RTX2060-6G-GAMING,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,interface_type,USB,128.0,False,False
RAG-partial,model_number,GV-N208SAORUS-WB-8GC,8.0,False,False
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,form_factor,ATX Form,UNKNOWN,False,True
RAG-partial,model_number,ST4000NM0025,UNKNOWN,False,True
RAG-partial,interface_type,USB,UNKNOWN,False,True
RAG-partial,model_number,SDCZ73-256G-G46,30.35,False,False
RAG-partial,model_number,SSDSC2KB019T7,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,interface_type,NVMe,1132.00,False,False
RAG-partial,model_number,GV-N730D5-2GL,UNKNOWN,False,True
RAG-partial,form_factor,Low-profile,UNKNOWN,False,True
RAG-partial,model_number,DUAL-RX580-O8G,79912496,False,False
RAG-partial,model_number,MZ-V7S250B/AM,UNKNOWN,False,True
RAG-partial,bus_type,SATA III,1920.0,False,False
RAG-partial,interface_type,SATA,1920.0,False,False
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,storage_connection_type,2.5-inch SATA,13.1,False,False
RAG-partial,bus_type,PCIe 4.0,UNKNOWN,False,True
RAG-partial,model_number,ZA500CM1A003,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,CMFVY3A-128GB,UNKNOWN,False,True
RAG-partial,model_number,MU-PA500,540,False,False
RAG-partial,model_number,STGG8000400,UNKNOWN,False,True
RAG-partial,form_factor,"3.5""",UNKNOWN,False,True
RAG-partial,storage_connection_type,USB 3.0,UNKNOWN,False,True
RAG-partial,model_number,ZA3840NM10011,UNKNOWN,False,True
RAG-partial,model_number,SDCZ48-06G-U46,4250.00,False,False
RAG-partial,interface_type,USB-C,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB-C,UNKNOWN,False,True
RAG-partial,model_number,ZT-T20810D-10P,UNKNOWN,False,True
RAG-partial,bus_type,PCIe x16,UNKNOWN,False,True
RAG-partial,model_number,ASD700-256GU31-CBK,UNKNOWN,False,True
RAG-partial,storage_connection_type,USB,UNKNOWN,False,True
RAG-partial,model_number,SSDPE21D480GAX1,UNKNOWN,False,True
RAG-partial,model_number,DC450R/1920G,UNKNOWN,False,True
RAG-partial,form_factor,"2.5""",UNKNOWN,False,True
RAG-partial,storage_connection_type,"2.5"" SATA",UNKNOWN,False,True
RAG-partial,model_number,MG04ACA600E,UNKNOWN,False,True
RAG-partial,interface_type,SAS,UNKNOWN,False,True
RAG-partial,storage_connection_type,"2.5"" SFF",UNKNOWN,False,True
RAG-partial,model_number,Turbo -RTX2070S-8G-EVO,UNKNOWN,False,True
RAG-partial,bus_type,PCIe,UNKNOWN,False,True
RAG-partial,model_number,DT100G3/ 16GBCR,UNKNOWN,False,True
RAG-partial,model_number,90YV0DV1-M0NA00,UNKNOWN,False,True
RAG-partial,model_number,WDBWLG0030HBK,UNKNOWN,False,True
RAG-partial,model_number,GT1030-2G-BRK,UNKNOWN,False,True
RAG-partial,model_number,ST8000VN004,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,WDS200T1R0B,UNKNOWN,False,True
RAG-partial,form_factor,M.2,UNKNOWN,False,True
RAG-partial,storage_connection_type,"2.5"" SFF",UNKNOWN,False,True
RAG-partial,model_number,XA480ME10063,1920.0,False,False
RAG-partial,model_number,TUF-GTX1650S-4G-GAMING,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,MU-PC1T0H/WW,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.2 Gen 2,189.98,False,False
RAG-partial,interface_type,Type-C,189.98,False,False
RAG-partial,bus_type,PCIe 2.0,315,False,False
RAG-partial,form_factor,Low profile,2.0,False,False
RAG-partial,model_number,ROG-STRIX-RX5700XT-O8G-GAMING,1750,False,False
RAG-partial,model_number,WDBYNN0010BRD-WESN,UNKNOWN,False,True
RAG-partial,interface_type,USB Type-C,UNKNOWN,False,True
RAG-partial,model_number,WDBYVG0010BBK-WESN,1000.0,False,False
RAG-partial,model_number,SSDSC2KB240G801,UNKNOWN,False,True
RAG-partial,model_number,VGAGT1030-2G-BRK,UNKNOWN,False,True
RAG-partial,model_number,ST1000NM001A,UNKNOWN,False,True
RAG-partial,model_number,ZA240NM10011,UNKNOWN,False,True
RAG-partial,model_number,WD100PURZ,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,STHH2000400,UNKNOWN,False,True
RAG-partial,interface_type,Type-C,UNKNOWN,False,True
RAG-partial,model_number,MU-PC500S/WW,UNKNOWN,False,True
RAG-partial,model_number,GV-N208STURBO-8GC,UNKNOWN,False,True
RAG-partial,model_number,WDS100T2G0A,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.1 Gen 1,UNKNOWN,False,True
RAG-partial,model_number,N208TAORUSX W-11GC,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,SE9 G2,UNKNOWN,False,True
RAG-partial,model_number,WDS250G2B0B,UNKNOWN,False,True
RAG-partial,bus_type,SATA III,UNKNOWN,False,True
RAG-partial,interface_type,SATA,UNKNOWN,False,True
RAG-partial,model_number,ZP500GM3A002,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,interface_type,SATA,UNKNOWN,False,True
RAG-partial,model_number,STJM2000400,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,bus_type,PCIe,UNKNOWN,False,True
RAG-partial,interface_type,OTG,UNKNOWN,False,True
RAG-partial,model_number,TURBO-RTX2060S-8G-EVO,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,99999.99,False,False
RAG-partial,model_number,SSDPED1K750GA01,UNKNOWN,False,True
RAG-partial,form_factor,HHHL,UNKNOWN,False,True
RAG-partial,model_number,WD10PURZ,UNKNOWN,False,True
RAG-partial,model_number,ST8000NM000A,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,interface_type,Micro USB,UNKNOWN,False,True
RAG-partial,bus_type,USB 3.0,UNKNOWN,False,True
RAG-partial,form_factor,2.5,UNKNOWN,False,True
RAG-partial,model_number,CZ73,UNKNOWN,False,True
RAG-partial,model_number,D3-S4610,UNKNOWN,False,True
RAG-partial,model_number,DTVP30/32GB,UNKNOWN,False,True
RAG-partial,model_number,MG07ACA12TE,UNKNOWN,False,True
RAG-partial,model_number,WD40EFAX,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,GV-N2060WF2OC-6GD,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,storage_connection_type,Type C,128.0,False,False
RAG-partial,model_number,STEA4000402,UNKNOWN,False,True
RAG-partial,model_number,GVN166TGO6-00-G,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0 x16,UNKNOWN,False,True
RAG-partial,model_number,652583-B21,UNKNOWN,False,True
RAG-partial,model_number,SDCZ50-008G,UNKNOWN,False,True
RAG-partial,bus_type,USB 2.0,UNKNOWN,False,True
RAG-partial,model_number,ZT-T16610F-10L,UNKNOWN,False,True
RAG-partial,bus_type,PCIe 3.0,UNKNOWN,False,True
RAG-partial,model_number,WDS200T1R0A,UNKNOWN,False,True
RAG-partial,model_number,SDIX30C-016G-GN6NN,UNKNOWN,False,True
RAG-partial,model_number,870757-B21,1200.0,False,False
RAG-partial,model_number,SDCZ48-128G-U46,UNKNOWN,False,True
RAG-partial,model_number,SA2000M8/1000G,UNKNOWN,False,True
